Data from USB4F035431__18__14-50-49-850.txt Node

Date: Wed Feb 12 14:50:49 CET 2025
User: Versuch 234
Spectrometer: USB4F03543
Trigger mode: 4
Integration Time (sec): 1,000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
179,969	23,72
180,181	23,72
180,394	23,72
180,606	36,01
180,819	-25,43
181,031	-9,05
181,243	40,11
181,456	3,24
181,668	21,67
181,88	7,34
182,093	36,01
182,305	-13,14
182,518	-43,86
182,73	52,39
182,942	-7
183,155	-99,16
183,367	11,43
183,579	54,44
183,791	13,48
184,004	62,63
184,216	66,73
184,428	-50
184,641	60,59
184,853	60,59
185,065	-4,95
185,277	25,77
185,49	-58,2
185,702	36,01
185,914	19,63
186,126	93,35
186,338	54,44
186,551	5,29
186,763	27,82
186,975	5,29
187,187	25,77
187,399	11,43
187,612	-31,57
187,824	-7
188,036	1,19
188,248	-25,43
188,46	1,19
188,672	42,15
188,885	-27,48
189,097	76,97
189,309	-23,38
189,521	21,67
189,733	-60,24
189,945	-19,29
190,157	19,63
190,369	-19,29
190,581	21,67
190,794	5,29
191,006	42,15
191,218	27,82
191,43	-9,05
191,642	-0,85
191,854	68,78
192,066	-9,05
192,278	54,44
192,49	40,11
192,702	36,01
192,914	25,77
193,126	13,48
193,338	21,67
193,55	66,73
193,762	38,06
193,974	46,25
194,186	-31,57
194,398	7,34
194,61	21,67
194,822	-33,62
195,034	11,43
195,246	33,96
195,457	44,2
195,669	31,91
195,881	74,92
196,093	-45,91
196,305	11,43
196,517	19,63
196,729	38,06
196,941	97,45
197,153	44,2
197,365	11,43
197,576	-2,9
197,788	44,2
198	3,24
198,212	56,49
198,424	-4,95
198,636	-25,43
198,847	11,43
199,059	-27,48
199,271	1,19
199,483	-11,09
199,695	3,24
199,906	-0,85
200,118	3,24
200,33	107,69
200,542	-7
200,753	-35,67
200,965	-60,24
201,177	58,54
201,389	-39,76
201,6	23,72
201,812	-2,9
202,024	-9,05
202,235	-19,29
202,447	11,43
202,659	17,58
202,871	54,44
203,082	-11,09
203,294	5,29
203,506	76,97
203,717	70,83
203,929	68,78
204,141	5,29
204,352	52,39
204,564	33,96
204,775	15,53
204,987	-19,29
205,199	-21,33
205,41	9,39
205,622	-17,24
205,833	-0,85
206,045	-17,24
206,257	-33,62
206,468	9,39
206,68	17,58
206,891	-33,62
207,103	38,06
207,314	-19,29
207,526	42,15
207,737	27,82
207,949	-9,05
208,16	70,83
208,372	-15,19
208,583	83,11
208,795	-37,72
209,006	7,34
209,218	3,24
209,429	42,15
209,641	-13,14
209,852	-2,9
210,064	46,25
210,275	-25,43
210,487	-37,72
210,698	-64,34
210,909	13,48
211,121	23,72
211,332	-21,33
211,544	5,29
211,755	-2,9
211,966	-39,76
212,178	-31,57
212,389	9,39
212,6	46,25
212,812	23,72
213,023	40,11
213,234	23,72
213,446	36,01
213,657	38,06
213,868	-17,24
214,08	62,63
214,291	3,24
214,502	38,06
214,714	31,91
214,925	-13,14
215,136	-0,85
215,347	-2,9
215,559	83,11
215,77	5,29
215,981	58,54
216,192	11,43
216,404	15,53
216,615	-29,52
216,826	-23,38
217,037	-11,09
217,249	19,63
217,46	70,83
217,671	62,63
217,882	21,67
218,093	-17,24
218,304	-2,9
218,516	29,87
218,727	36,01
218,938	46,25
219,149	-2,9
219,36	48,3
219,571	-11,09
219,782	52,39
219,993	-9,05
220,205	50,35
220,416	101,55
220,627	60,59
220,838	1,19
221,049	66,73
221,26	-4,95
221,471	58,54
221,682	27,82
221,893	56,49
222,104	31,91
222,315	9,39
222,526	7,34
222,737	3,24
222,948	31,91
223,159	-2,9
223,37	-15,19
223,581	-37,72
223,792	-0,85
224,003	17,58
224,214	-19,29
224,425	60,59
224,636	25,77
224,847	60,59
225,058	-19,29
225,269	-25,43
225,48	25,77
225,691	42,15
225,902	-4,95
226,112	29,87
226,323	-25,43
226,534	17,58
226,745	-11,09
226,956	17,58
227,167	31,91
227,378	9,39
227,589	-25,43
227,799	36,01
228,01	-0,85
228,221	-9,05
228,432	50,35
228,643	25,77
